topic,successors,antecedents
105_22,"['106_0', '106_1', '106_3']","['104_24', '104_20', '104_17']"
105_23,"['106_0', '106_1', '106_2']","['104_2', '104_11', '104_9']"
106_0,"['107_0', '107_1', '107_4']","['105_6', '105_21', '105_0']"
106_1,"['107_1', '107_0', '107_4']","['105_1', '105_5', '105_19']"
106_2,"['107_2', '107_3', '107_0']","['105_11', '105_19', '105_12']"
106_3,"['107_3', '107_2', '107_0']","['105_12', '105_11', '105_13']"
107_0,"['108_0', '108_1']","['106_0', '106_1', '106_2']"
107_1,"['108_0', '108_1']","['106_1', '106_0', '106_2']"
107_2,"['108_0', '108_1']","['106_2', '106_3', '106_0']"
107_3,"['108_0', '108_1']","['106_3', '106_2', '106_0']"
107_4,"['108_1', '108_0']","['106_0', '106_1', '106_3']"
108_0,"['109_0', '109_3', '109_2']","['107_0', '107_1', '107_2']"
108_1,"['109_0', '109_1', '109_2']","['107_4', '107_0', '107_1']"
109_0,"['110_18', '110_1', '110_14']","['108_0', '108_1']"
109_1,"['110_11', '110_15', '110_12']","['108_0', '108_1']"
109_2,"['110_12', '110_11', '110_6']","['108_0', '108_1']"
109_3,"['110_6', '110_4', '110_7']","['108_0', '108_1']"
110_0,"['111_0', '111_4', '111_5']","['109_0', '109_2', '109_3']"
110_1,"['111_1', '111_20', '111_14']","['109_0', '109_3', '109_2']"
110_2,"['111_6', '111_13', '111_23']","['109_0', '109_3', '109_2']"
110_3,"['111_12', '111_13', '111_18']","['109_0', '109_3', '109_2']"
110_4,"['111_5', '111_10', '111_20']","['109_0', '109_3', '109_1']"
110_5,"['111_2', '111_11', '111_4']","['109_0', '109_1', '109_2']"
110_6,"['111_10', '111_5', '111_22']","['109_0', '109_3', '109_2']"
110_7,"['111_4', '111_23', '111_19']","['109_0', '109_3', '109_2']"
110_8,"['111_15', '111_17', '111_21']","['109_0', '109_2', '109_3']"
110_9,"['111_3', '111_14', '111_23']","['109_0', '109_1', '109_2']"
110_10,"['111_9', '111_20', '111_14']","['109_0', '109_3', '109_1']"
110_11,"['111_16', '111_8', '111_2']","['109_1', '109_2', '109_0']"
110_12,"['111_8', '111_16', '111_10']","['109_2', '109_1', '109_0']"
110_13,"['111_14', '111_3', '111_1']","['109_0', '109_3', '109_1']"
110_14,"['111_19', '111_11', '111_13']","['109_0', '109_3', '109_2']"
110_15,"['111_22', '111_20', '111_5']","['109_0', '109_1', '109_3']"
110_16,"['111_7', '111_1', '111_5']","['109_0', '109_3', '109_1']"
110_17,"['111_13', '111_19', '111_11']","['109_0', '109_3', '109_2']"
110_18,"['111_23', '111_13', '111_4']","['109_0', '109_3', '109_2']"
110_19,"['111_11', '111_2', '111_17']","['109_0', '109_2', '109_3']"
110_20,"['111_24', '111_11', '111_23']","['109_0', '109_3', '109_2']"
110_21,"['111_13', '111_11', '111_23']","['109_0', '109_2', '109_1']"
111_0,"['112_0', '112_3', '112_2']","['110_0', '110_7', '110_4']"
111_1,"['112_0', '112_3', '112_1']","['110_1', '110_13', '110_9']"
111_2,"['112_0', '112_3', '112_1']","['110_5', '110_19', '110_0']"
111_3,"['112_0', '112_1', '112_3']","['110_9', '110_13', '110_1']"
111_4,"['112_0', '112_3', '112_2']","['110_7', '110_18', '110_14']"
111_5,"['112_0', '112_3', '112_2']","['110_4', '110_6', '110_15']"
111_6,"['112_0', '112_1', '112_3']","['110_2', '110_18', '110_3']"
111_7,"['112_3', '112_0', '112_2']","['110_16', '110_15', '110_4']"
111_8,"['112_0', '112_3', '112_2']","['110_12', '110_11', '110_6']"
111_9,"['112_0', '112_3', '112_2']","['110_10', '110_15', '110_13']"
111_10,"['112_0', '112_3', '112_2']","['110_6', '110_15', '110_4']"
111_11,"['112_0', '112_1', '112_3']","['110_19', '110_14', '110_20']"
111_12,"['112_0', '112_1', '112_3']","['110_3', '110_19', '110_18']"
111_13,"['112_0', '112_1', '112_3']","['110_17', '110_2', '110_18']"
111_14,"['112_0', '112_3', '112_1']","['110_13', '110_1', '110_9']"
111_15,"['112_1', '112_0', '112_3']","['110_8', '110_19', '110_14']"
111_16,"['112_0', '112_3', '112_2']","['110_11', '110_15', '110_12']"
111_17,"['112_0', '112_1', '112_2']","['110_8', '110_19', '110_4']"
111_18,"['112_0', '112_1', '112_3']","['110_3', '110_17', '110_19']"
111_19,"['112_0', '112_1', '112_3']","['110_14', '110_18', '110_7']"
111_20,"['112_0', '112_3', '112_2']","['110_15', '110_1', '110_10']"
111_21,"['112_1', '112_0', '112_3']","['110_8', '110_1', '110_14']"
111_22,"['112_0', '112_3', '112_2']","['110_15', '110_6', '110_4']"
111_23,"['112_0', '112_3', '112_1']","['110_18', '110_2', '110_7']"
111_24,"['112_0', '112_1', '112_3']","['110_20', '110_18', '110_19']"
112_0,"['113_0', '113_1', '113_8']","['111_1', '111_5', '111_4']"
112_1,"['113_2', '113_0', '113_6']","['111_21', '111_17', '111_15']"
112_2,"['113_3', '113_1', '113_5']","['111_7', '111_22', '111_5']"
112_3,"['113_5', '113_9', '113_1']","['111_7', '111_1', '111_5']"
113_0,"['114_23', '114_14', '114_29']","['112_0', '112_1', '112_3']"
113_1,"['114_1', '114_7', '114_18']","['112_0', '112_3', '112_2']"
113_2,"['114_8', '114_2', '114_28']","['112_1', '112_0', '112_3']"
113_3,"['114_0', '114_1', '114_5']","['112_2', '112_0', '112_3']"
113_4,"['114_3', '114_28', '114_12']","['112_0', '112_3', '112_1']"
113_5,"['114_5', '114_6', '114_25']","['112_3', '112_0', '112_2']"
113_6,"['114_2', '114_8', '114_6']","['112_0', '112_1', '112_3']"
113_7,"['114_4', '114_9', '114_26']","['112_0', '112_3', '112_2']"
113_8,"['114_13', '114_26', '114_28']","['112_0', '112_3', '112_2']"
113_9,"['114_6', '114_28', '114_8']","['112_0', '112_3', '112_1']"
113_10,"['114_9', '114_1', '114_18']","['112_0', '112_3', '112_1']"
113_11,"['114_8', '114_28', '114_2']","['112_0', '112_1', '112_3']"
113_12,"['114_24', '114_4', '114_1']","['112_0', '112_3', '112_2']"
113_13,"['114_12', '114_3', '114_20']","['112_0', '112_3', '112_2']"
113_14,"['114_10', '114_4', '114_1']","['112_0', '112_2', '112_3']"
113_15,"['114_1', '114_21', '114_5']","['112_0', '112_3', '112_2']"
113_16,"['114_27', '114_28', '114_26']","['112_0', '112_3', '112_2']"
113_17,"['114_14', '114_4', '114_10']","['112_1', '112_0', '112_3']"
113_18,"['114_15', '114_28', '114_3']","['112_0', '112_1', '112_3']"
114_0,"['115_7', '115_2', '115_11']","['113_3', '113_1', '113_5']"
114_1,"['115_2', '115_4', '115_9']","['113_1', '113_15', '113_10']"
114_2,"['115_3', '115_20', '115_6']","['113_6', '113_11', '113_9']"
114_3,"['115_8', '115_3', '115_13']","['113_4', '113_13', '113_18']"
114_4,"['115_5', '115_27', '115_16']","['113_7', '113_1', '113_10']"
114_5,"['115_11', '115_6', '115_10']","['113_5', '113_9', '113_15']"
114_6,"['115_6', '115_3', '115_20']","['113_9', '113_11', '113_5']"
114_7,"['115_9', '115_2', '115_25']","['113_1', '113_8', '113_10']"
114_8,"['115_20', '115_3', '115_6']","['113_11', '113_9', '113_6']"
114_9,"['115_25', '115_2', '115_27']","['113_10', '113_1', '113_7']"
114_10,"['115_12', '115_4', '115_2']","['113_14', '113_7', '113_15']"
114_11,"['115_26', '115_14', '115_19']","['113_0', '113_3', '113_15']"
114_12,"['115_8', '115_18', '115_22']","['113_13', '113_4', '113_18']"
114_13,"['115_15', '115_25', '115_9']","['113_8', '113_1', '113_5']"
114_14,"['115_1', '115_24', '115_8']","['113_0', '113_17', '113_15']"
114_15,"['115_22', '115_8', '115_13']","['113_18', '113_4', '113_0']"
114_16,"['115_17', '115_1', '115_10']","['113_15', '113_0', '113_13']"
114_17,"['115_21', '115_23', '115_14']","['113_0', '113_2', '113_15']"
114_18,"['115_25', '115_9', '115_3']","['113_1', '113_10', '113_8']"
114_19,"['115_24', '115_10', '115_18']","['113_0', '113_12', '113_15']"
114_20,"['115_18', '115_8', '115_10']","['113_0', '113_13', '113_1']"
114_21,"['115_10', '115_24', '115_4']","['113_15', '113_0', '113_18']"
114_22,"['115_19', '115_23', '115_13']","['113_0', '113_8', '113_1']"
114_23,"['115_13', '115_10', '115_23']","['113_0', '113_18', '113_4']"
114_24,"['115_5', '115_8', '115_22']","['113_12', '113_1', '113_7']"
114_25,"['115_10', '115_6', '115_18']","['113_0', '113_9', '113_5']"
114_26,"['115_25', '115_15', '115_2']","['113_8', '113_1', '113_7']"
114_27,"['115_3', '115_5', '115_25']","['113_16', '113_8', '113_4']"
114_28,"['115_20', '115_6', '115_5']","['113_8', '113_11', '113_9']"
114_29,"['115_23', '115_13', '115_19']","['113_0', '113_2', '113_17']"
115_0,"['116_0', '116_26', '116_1']","['114_14', '114_5', '114_1']"
115_1,"['116_1', '116_19', '116_7']","['114_14', '114_16', '114_12']"
115_2,"['116_4', '116_14', '116_12']","['114_1', '114_7', '114_26']"
115_3,"['116_5', '116_25', '116_2']","['114_2', '114_3', '114_8']"
115_4,"['116_18', '116_12', '116_4']","['114_1', '114_7', '114_21']"
115_5,"['116_3', '116_6', '116_22']","['114_4', '114_28', '114_3']"
115_6,"['116_2', '116_5', '116_13']","['114_6', '114_28', '114_8']"
115_7,"['116_9', '116_4', '116_14']","['114_0', '114_1', '114_5']"
115_8,"['116_6', '116_21', '116_7']","['114_12', '114_3', '114_15']"
115_9,"['116_14', '116_4', '116_22']","['114_7', '114_1', '114_26']"
115_10,"['116_15', '116_2', '116_7']","['114_21', '114_25', '114_19']"
115_11,"['116_13', '116_2', '116_4']","['114_5', '114_6', '114_25']"
115_12,"['116_8', '116_12', '116_1']","['114_10', '114_4', '114_1']"
115_13,"['116_20', '116_7', '116_6']","['114_23', '114_3', '114_25']"
115_14,"['116_24', '116_1', '116_0']","['114_11', '114_17', '114_22']"
115_15,"['116_16', '116_22', '116_4']","['114_13', '114_26', '114_28']"
115_16,"['116_10', '116_3', '116_8']","['114_4', '114_9', '114_26']"
115_17,"['116_19', '116_1', '116_18']","['114_16', '114_25', '114_14']"
115_18,"['116_17', '116_7', '116_6']","['114_20', '114_25', '114_12']"
115_19,"['116_7', '116_23', '116_3']","['114_22', '114_14', '114_18']"
115_20,"['116_25', '116_5', '116_2']","['114_8', '114_28', '114_6']"
115_21,"['116_7', '116_24', '116_1']","['114_17', '114_29', '114_14']"
115_22,"['116_21', '116_6', '116_20']","['114_15', '114_28', '114_3']"
115_23,"['116_7', '116_11', '116_20']","['114_29', '114_23', '114_14']"
115_24,"['116_23', '116_7', '116_15']","['114_19', '114_14', '114_21']"
115_25,"['116_22', '116_14', '116_4']","['114_18', '114_7', '114_26']"
115_26,"['116_7', '116_9', '116_4']","['114_11', '114_0', '114_28']"
115_27,"['116_3', '116_10', '116_8']","['114_4', '114_9', '114_18']"
116_0,"['117_21', '117_5', '117_32']","['115_0', '115_4', '115_1']"
116_1,"['117_9', '117_25', '117_4']","['115_1', '115_4', '115_17']"
116_2,"['117_1', '117_3', '117_0']","['115_6', '115_10', '115_11']"
116_3,"['117_24', '117_22', '117_13']","['115_5', '115_27', '115_8']"
116_4,"['117_13', '117_31', '117_18']","['115_2', '115_4', '115_9']"
116_5,"['117_0', '117_1', '117_7']","['115_3', '115_20', '115_6']"
116_6,"['117_7', '117_11', '117_24']","['115_8', '115_13', '115_22']"
116_7,"['117_9', '117_11', '117_12']","['115_13', '115_23', '115_18']"
116_8,"['117_15', '117_10', '117_28']","['115_12', '115_4', '115_2']"
116_9,"['117_27', '117_19', '117_6']","['115_7', '115_2', '115_11']"
116_10,"['117_28', '117_10', '117_6']","['115_16', '115_27', '115_12']"
116_11,"['117_8', '117_9', '117_11']","['115_23', '115_1', '115_19']"
116_12,"['117_10', '117_6', '117_34']","['115_4', '115_2', '115_12']"
116_13,"['117_14', '117_3', '117_1']","['115_11', '115_6', '115_4']"
116_14,"['117_18', '117_19', '117_13']","['115_9', '115_2', '115_25']"
116_15,"['117_17', '117_33', '117_3']","['115_10', '115_4', '115_24']"
116_16,"['117_1', '117_19', '117_13']","['115_15', '115_25', '115_9']"
116_17,"['117_12', '117_11', '117_3']","['115_18', '115_8', '115_10']"
116_18,"['117_25', '117_33', '117_13']","['115_4', '115_2', '115_10']"
116_19,"['117_33', '117_25', '117_9']","['115_17', '115_1', '115_4']"
116_20,"['117_16', '117_11', '117_7']","['115_13', '115_8', '115_10']"
116_21,"['117_30', '117_11', '117_7']","['115_22', '115_8', '115_10']"
116_22,"['117_18', '117_13', '117_24']","['115_25', '115_9', '115_2']"
116_23,"['117_29', '117_9', '117_17']","['115_24', '115_10', '115_23']"
116_24,"['117_26', '117_34', '117_9']","['115_14', '115_21', '115_26']"
116_25,"['117_0', '117_30', '117_1']","['115_20', '115_3', '115_6']"
116_26,"['117_21', '117_32', '117_5']","['115_0', '115_4', '115_2']"
117_0,"['118_2', '118_0', '118_22']","['116_5', '116_25', '116_2']"
117_1,"['118_0', '118_2', '118_9']","['116_2', '116_5', '116_25']"
117_2,"['118_6', '118_24', '118_18']","['116_1', '116_3', '116_7']"
117_3,"['118_9', '118_0', '118_30']","['116_2', '116_13', '116_15']"
117_4,"['118_5', '118_18', '118_29']","['116_1', '116_7', '116_23']"
117_5,"['118_7', '118_15', '118_14']","['116_0', '116_26', '116_1']"
117_6,"['118_3', '118_11', '118_10']","['116_14', '116_12', '116_4']"
117_7,"['118_22', '118_19', '118_2']","['116_6', '116_5', '116_21']"
117_8,"['118_8', '118_1', '118_5']","['116_11', '116_7', '116_1']"
117_9,"['118_14', '118_18', '118_30']","['116_7', '116_1', '116_23']"
117_10,"['118_11', '118_3', '118_13']","['116_12', '116_4', '116_14']"
117_11,"['118_1', '118_17', '118_28']","['116_7', '116_20', '116_6']"
117_12,"['118_17', '118_1', '118_30']","['116_17', '116_7', '116_6']"
117_13,"['118_4', '118_13', '118_10']","['116_4', '116_22', '116_14']"
117_14,"['118_12', '118_9', '118_19']","['116_13', '116_2', '116_4']"
117_15,"['118_16', '118_11', '118_27']","['116_8', '116_3', '116_12']"
117_16,"['118_1', '118_22', '118_19']","['116_20', '116_6', '116_7']"
117_17,"['118_21', '118_1', '118_9']","['116_15', '116_23', '116_21']"
117_18,"['118_13', '118_4', '118_10']","['116_14', '116_22', '116_4']"
117_19,"['118_10', '118_13', '118_3']","['116_14', '116_4', '116_16']"
117_20,"['118_20', '118_1', '118_29']","['116_23', '116_7', '116_15']"
117_21,"['118_15', '118_7', '118_11']","['116_0', '116_26', '116_12']"
117_22,"['118_23', '118_2', '118_22']","['116_3', '116_5', '116_22']"
117_23,"['118_24', '118_6', '118_17']","['116_7', '116_17', '116_3']"
117_24,"['118_30', '118_0', '118_4']","['116_3', '116_6', '116_2']"
117_25,"['118_14', '118_4', '118_13']","['116_1', '116_4', '116_18']"
117_26,"['118_17', '118_27', '118_14']","['116_24', '116_7', '116_4']"
117_27,"['118_26', '118_10', '118_15']","['116_9', '116_4', '116_26']"
117_28,"['118_25', '118_11', '118_3']","['116_10', '116_8', '116_12']"
117_29,"['118_29', '118_17', '118_21']","['116_23', '116_7', '116_15']"
117_30,"['118_1', '118_22', '118_0']","['116_21', '116_6', '116_2']"
117_31,"['118_4', '118_13', '118_14']","['116_4', '116_22', '116_6']"
117_32,"['118_15', '118_7', '118_14']","['116_0', '116_26', '116_4']"
117_33,"['118_21', '118_9', '118_12']","['116_15', '116_19', '116_18']"
117_34,"['118_27', '118_11', '118_15']","['116_26', '116_12', '116_0']"
118_0,[],"['117_1', '117_0', '117_3']"
118_1,[],"['117_11', '117_16', '117_12']"
118_2,[],"['117_0', '117_1', '117_7']"
118_3,[],"['117_6', '117_10', '117_19']"
118_4,[],"['117_13', '117_31', '117_18']"
118_5,[],"['117_4', '117_9', '117_29']"
118_6,[],"['117_2', '117_23', '117_9']"
118_7,[],"['117_5', '117_21', '117_32']"
118_8,[],"['117_8', '117_9', '117_11']"
118_9,[],"['117_3', '117_14', '117_1']"
118_10,[],"['117_19', '117_18', '117_6']"
118_11,[],"['117_10', '117_6', '117_34']"
118_12,[],"['117_14', '117_3', '117_33']"
118_13,[],"['117_18', '117_13', '117_19']"
118_14,[],"['117_25', '117_9', '117_32']"
118_15,[],"['117_21', '117_5', '117_32']"
118_16,[],"['117_15', '117_10', '117_24']"
118_17,[],"['117_12', '117_11', '117_9']"
118_18,[],"['117_9', '117_4', '117_25']"
118_19,[],"['117_7', '117_24', '117_11']"
118_20,[],"['117_20', '117_29', '117_11']"
118_21,[],"['117_17', '117_33', '117_3']"
118_22,[],"['117_7', '117_30', '117_0']"
118_23,[],"['117_22', '117_7', '117_24']"
118_24,[],"['117_23', '117_2', '117_12']"
118_25,[],"['117_28', '117_22', '117_10']"
118_26,[],"['117_27', '117_19', '117_32']"
118_27,[],"['117_34', '117_10', '117_6']"
118_28,[],"['117_11', '117_16', '117_9']"
118_29,[],"['117_29', '117_9', '117_17']"
118_30,[],"['117_24', '117_9', '117_3']"
